,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
91,2008/10/26 00:00:00+00,7002,15.3239,108.69,Vietnam,0,0,landslide,downpour,medium,unknown,1543969,straitstimes,http://www.straitstimes.com/Breaking+News/SE+Asia/Story/STIStory_296102.html, ,863,"Tay Tra district, Quang Ngai province, Hue City, Hai Van Tunnel","AT LEAST five people have been killed in floods triggered by heavy rains in central Vietnam. Dozens of homes have had their roofs blown off, hundreds of hectares of crops are damaged, and landslides have cut roads to two Quang Ngai mountain districts","Tay Tra district, Quang Ngai province, Hue City, Hai Van Tunnel",50km, , , ,GLC,863,15.3239,108.69,VN,Quang Ngai,Chu Lai,9.55,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,22
92,2010/11/09 00:00:00+00,7117,13.3111,109.2154,Vietnam,0,0,landslide,downpour,large,unknown,1544084,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/205634/Landslide-destroys-25-homes-.html, ,2710,"highway 1A, Phong Thai village(?), An Linh commune(?), Tuy An district, Phu Yen province","A serious landslide in Phu Yen Province's Tuy An District on Tuesday damaged a section of National Highway 1A and destroyed 25 houses in the mountainous commune of An Linh.  According to local officials, another 55 households in the area are at risk of f","highway 1A, Phong Thai village(?), An Linh commune(?), Tuy An district, Phu Yen province",50km, , , ,GLC,2710,13.3111,109.2154,VN,Phu Yen,Dong Xuan,14.01,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,54
93,2010/09/15 00:00:00+00,7249,22.4179,103.9155,Vietnam,0,0,landslide,downpour,medium,unknown,1543421,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/203743/Landslide-blocks-road-from-Lao-Cai-to-Sapa.html, ,2431,"Mong Sen bridge(?), National Highway 4D, between Lao Cai city and Sapa,","September, 17 2010 10:29:35  Landslide blocks road from Lao Cai to Sapa  LAO CAI — Heavy rain caused landslides along a section of National Highway 4D between the northern Lao Cai City and Sapa on Wednesday, which prevented vehicles from travelling.  T","Mong Sen bridge(?), National Highway 4D, between Lao Cai city and Sapa,",5km, , , ,GLC,2431,22.4179,103.9155,VN,Lao Cai,Cam Duong,9.94,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,77
94,2013/11/22 00:00:00+00,7288,14.9627,108.3574,Vietnam,0,0,landslide,unknown,medium,unknown,1543460,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/89967/six-people-died-in-mountain-landslides-in-central-vietnam.html,6:00,5657,"Son Tay, Quang Ngai","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces","Son Tay, Quang Ngai",25km, , , ,GLC,5657,14.9627,108.3574,VN,Kon Tum,Goranh,16.58,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,77
95,2015/08/15 00:00:00+00,7374,20.8606,105.8437,Vietnam,0,0,riverbank_collapse,downpour,medium,above_river,1543546,Viet Nam News,http://vietnamnews.vn/society/274512/landslides-threaten-rivers-residents-safety-in-capital.html, ,7693,Nhue River in Thuong Tin District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according",Nhue River in Thuong Tin District,25km, , , ,GLC, ,20.8606,105.8437,VN,Ha Noi,Van La,9.19,2016/05/10 00:00:00+00,2019/05/16 00:00:00+00,6
96,2013/08/25 00:00:00+00,7402,12.0467,108.4403,Vietnam,0,0,landslide,unknown,medium,unknown,1543574,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/82981/landslide-at-da-lat-s-iconic-mountain.html,23:00,5401,Langbiang Mountain,"During the night of August 25, the rumbling sound like thunder lasted for 20 minutes. ""People found it strange. In the next morning we saw the Langbiang Mountain as being cut into two,"" said Mr. Bon Ding Dim, who lives at the foot of the mountain. The la",Langbiang Mountain,50km, , , ,GLC,5401,12.0467,108.4403,VN,Lam Dong,Dalat/Cam-Ly,11.19,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,66
97,2013/11/16 00:00:00+00,7519,15.4522,108.3927,Vietnam,0,0,landslide,tropical_cyclone,medium,unknown,1543691,www.stockhouse.com,http://www.stockhouse.com/news/natural-resources/2013/11/18/besra-gold-(t-bez)-suspends-work-at-bong-mieu-mine,16:00,5645,"Bồng Mi u, Tam Lãnh, Phú Ninh, Quảng Nam",Besra today announced the temporary suspension of its operations at Bong Mieu in central Vietnam from 14.00 on 16th November 2013. The Company has had to suspend operations after several landslides cut roads between the site and the provincial capital of,"Bồng Mi u, Tam Lãnh, Phú Ninh, Quảng Nam",10km,Podul, , ,GLC,5645,15.4522,108.3927,VN,Quang Nam,Tien Phuoc,9.13,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,44
98,2010/10/17 00:00:00+00,7692,16.2137,107.2806,Vietnam,0,0,landslide,downpour,medium,unknown,1545071,edition.cnn,http://edition.cnn.com/2010/WORLD/asiapcf/10/20/vietnam.death.toll.floods/index.html, ,2610,"A Lưới : October 20, 2010 -- Updated 1618 GMT (0018 HKT)  The death toll from the latest round of heavy rain and flooding in central Vietnam contin","October 20, 2010 -- Updated 1618 GMT (0018 HKT)  The death toll from the latest round of heavy rain and flooding in central Vietnam continues to soar, with 46 people killed and 21 missing, state-run media report.  Rescuers were able to save 18 people who", ,50km, , , ,GLC,2610,16.2137,107.2806,VN,Thua Thien-Hue,Song Ta Trach,16.13,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,80
99,2016/10/30 00:00:00+00,7735,11.398541,109.003601,Vietnam,0,0,landslide,rain,medium,above_road,1545114,Vietnam News,http://vietnamnews.vn/society/345398/landslide-disrupts-ninh-thuan-coastal-road.html#MS0IDSkv26joTyky.97,15:00,11014,Landslide disrupts Ninh Thuận coastal road,"The rain-triggered landslide yesterday dumped a large amount of earth and rocks along the coastal road, disrupting traffic in Thuận Nam District, Ninh Thuận.","Coastal Road, Vietnam",10km, , , ,GLC, ,11.398541,109.003601,VN,Ninh Thuan,Thon Son Hai,1.94,2017/07/11 00:00:00+00,2019/05/16 00:00:00+00,20
100,2010/11/16 00:00:00+00,8009,15.607999999999999,107.9887,Vietnam,0,0,landslide,downpour,medium,unknown,1545388,english.vietnamnet,http://english.vietnamnet.vn/en/society/1669/central-region-further-stricken-by-floods.html, ,2731,Quang Nam province,"Landslides also occurred in several mountainous districts of Quang Nam Province,",Quang Nam province,unknown, , , ,GLC,2731,15.607999999999999,107.9887,VN,Quang Nam,Song Thu Bon,10.22,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,71
101,2013/09/05 00:00:00+00,8433,21.2228,104.0836,Vietnam,0,0,landslide,rain,very_large,unknown,1547004,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5462,Son La,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Son La,unknown, , , ,GLC,5462,21.2228,104.0836,VN,Son La,Ban Lot,3.08,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,64
102,2012/09/27 00:00:00+00,8458,22.4539,104.0014,Vietnam,0,0,landslide,downpour,large,unknown,1547029,scotsman,http://www.scotsman.com/news/transport/scottish-rail-chiefs-ordered-to-pinpoint-landslide-hotspots-to-cut-delays-1-2554107, ,4578,Lao Cai City(8 roads),"In related news, prolonged heavy rainfall triggered a severe landslide along Highway 14C, burying 15 houses in Tuy Duc District in the central highland province of Dak Nong on Thursday.",Lao Cai City(8 roads),50km, , , ,GLC,4578,22.4539,104.0014,VN,Lao Cai,Cam Duong,3.8,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,46
103,2010/10/04 00:00:00+00,8522,18.5554,105.663,Vietnam,0,0,landslide,downpour,medium,unknown,1547093,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Social-Isssues/204329/6-dead-2-injured-as-floods-wash-away-central-Viet-Nam.html, ,2544,"Highway No8A, Huong Son District","As many as 18 landslides along Highway No8A had occurred, blocking traffic and drainage systems in Huong Son District for hours. Nearly 100 workers were mobilised to clear the roads and keep watch around the clock to ensure people's safety. In Quang Tri","Highway No8A, Huong Son District",10km, , , ,GLC,2544,18.5554,105.663,VN,Ha Tinh,Song Kenh Can,8.9,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,4
104,2008/11/12 00:00:00+00,8555,8.8313,105.2523,Vietnam,0,0,landslide,rain,medium,unknown,1547126,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/showarticle.php?num=01DOM151108, ,886,"Luu Hoa Thanh hamlet, Dam Doi District, Ca Mau Province","A massive landslide in Luu Hoa Thanh hamlet in Ca Mau Province’s Dam Doi District on Wednesday caused 21 houses to slide into the river and severely damaged 22 other houses nearby. The incident left 138 residents homeless, with other houses at risk of","Luu Hoa Thanh hamlet, Dam Doi District, Ca Mau Province",25km, , , ,GLC,886,8.8313,105.2523,VN,Ca Mau,Tan An,10.69,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,4
105,2008/02/20 00:00:00+00,8569,14.9923,108.70100000000001,Vietnam,0,0,landslide,rain,medium,unknown,1547140,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=35952, ,460,Quang Ngai,caused traffic jams,Quang Ngai,unknown, , , ,GLC,460,14.9923,108.70100000000001,VN,Quang Ngai,Minh Long,7.45,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,89
106,2008/06/07 00:00:00+00,8825,10.7069,106.7361,Vietnam,0,0,landslide,rain,medium,unknown,1545800,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/showarticle.php?num=01MIS110608, ,578,"Nha Be District, Ho Chi Minh City","covered 1,000sq.m in Nha Be District, damaged 11 houses worth VND370 million (US$21,764), several days of rain","Nha Be District, Ho Chi Minh City",25km, , , ,GLC,578,10.7069,106.7361,VN,Ho Chi Minh,Binh Trung,8.6,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,6
107,2010/07/29 00:00:00+00,9013,22.1183,105.7412,Vietnam,0,0,landslide,downpour,medium,unknown,1545988,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/202068/Bac-Kan-landslides-cause-traffic-chaos-.html, ,2159,"Provincial Road 257, Bac Kan province","Landslides caused by seven-hour heavy rain in the northern mountainous province of Bac Kan from Wednesday to Thursday led to traffic jams on Provincial Road 257 for eight hours, said local authorities. The 2,300 cubic metre landslides took 20 local worke","Provincial Road 257, Bac Kan province",50km, , , ,GLC,2159,22.1183,105.7412,VN,Bac Can,Bac Can,9.56,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,62
108,2013/07/28 00:00:00+00,9032,20.9629,107.0722,Vietnam,0,0,rock_fall,rain,medium,unknown,1546007,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/80227/floods--landslides-blight-northern-vn.html, ,5223,"Ha Long, Quang Ninh Province","In Lao Cai Province yesterday, July 28, a 37-year-old man was swept away by a flood while trying to cross a stream in Liem Phu Commune, Van Ban District, according to the local authority. His body was retrieved the same day by local residents. In Quang N","Ha Long, Quang Ninh Province",50km, , , ,GLC,5223,20.9629,107.0722,VN,Quang Ninh,Hon Gai,1.89,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,65
109,2009/09/03 00:00:00+00,9351,16.0971,108.1089,Vietnam,0,0,complex,downpour,medium,unknown,1546327,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/National/Society/2009/9/74019/, ,1135,Doc Kien in Da Nang Province,A 700m stretch in Doc Kien in Da Nang is under hundreds of thousands of cubic meters of soil and stones that slid down the slopes in this mountainous region following heavy rains.,Doc Kien in Da Nang Province,25km, , , ,GLC,1135,16.0971,108.1089,VN,Da Nang,Ap Huong Phuoc,3.63,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,45
110,2013/09/05 00:00:00+00,9522,22.804000000000002,104.9877,Vietnam,0,0,landslide,rain,very_large,unknown,1546498,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5463,Ha Giang,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Ha Giang,unknown, , , ,GLC,5463,22.804000000000002,104.9877,VN,Ha Giang,Ha Giang,6.74,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,128
111,2010/11/07 00:00:00+00,9556,13.3114,109.2094,Vietnam,0,0,landslide,downpour,medium,unknown,1546532,Thanh Nien News,http://www.thanhniennews.com/2010/Pages/20101113113209.aspx, ,2708,"NH1, Chi Thanh town, Tuy An district, Phu Yen province","Landslides hit central Vietnam hard, Phu Yen declares emergency  Last updated: 11/13/2010 11:20  National Way No.1A has been severely damaged by landslides in the central province of Phu Yen.  Authorities in the central province of Phu Yen on Friday anno","NH1, Chi Thanh town, Tuy An district, Phu Yen province",5km, , , ,GLC,2708,13.3114,109.2094,VN,Phu Yen,Dong Xuan,13.44,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,54
112,2017/11/15 00:00:00+00,9627,15.388784,109.10176899999999,Vietnam,0,0,landslide,tropical_cyclone,large,natural_slope,1546606,SÀIGÒN GIẢI PHÓNG,http://sggpnews.org.vn/nature/weather/landslide-hit-ly-son-island-71113.html, ,13219,Ly Son Island Landslide,"A landslide occurred on Duc Pagoda and Gieng Tien Mountain, on Ly Son Island in the Quang Ngai province. The natural disaster was due to influence of typhoon Damrey.  Fortunately, no one was injured and killed after the landslide. The Duc Pagoda and Gien","Lý Sơn District, Vietnam. The landslide occurred both on the mountain and at a Buddhist temple on the northwestern side of Giếng Tiền Mountain.",1km,Damrey,http://image.sggp.org.vn/w840/Uploaded/2018/bhtgkqztgazs/2017_11_15/anh3ntrang_zuyn_stfm.jpg, ,GLC, ,15.388784,109.10176899999999,VN,Quang Ngai,Cu Lao Re,3.36,2018/08/07 00:00:00+00,2019/05/16 00:00:00+00,36
113,2016/10/07 00:00:00+00,9839,16.5281,107.5007,Vietnam,0,0,riverbank_collapse,rain,medium,above_river,1546818,Vietnamnet,http://english.vietnamnet.vn/fms/society/164959/landslides-threaten-thua-thien-hue-households.html, ,9573,Bo River in Huong Xuan Ward’s Thanh Luong Village,"A severe landslide suddenly occurred on the banks of the Bo River in Huong Xuan Ward’s Thanh Luong Village last Friday, sweeping away large bamboo plants and tens of cubic metres of land.",Bo River in Huong Xuan Ward’s Thanh Luong Village,1km, , , ,GLC,9573,16.5281,107.5007,VN,Thua Thien-Hue,Phong Dien,15.34,2016/10/11 00:00:00+00,2019/05/16 00:00:00+00,3
114,2013/09/05 00:00:00+00,9901,22.3704,103.2816,Vietnam,0,0,landslide,rain,very_large,unknown,1546880,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5466,Lai Chau,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Lai Chau,unknown, , , ,GLC,5466,22.3704,103.2816,VN,Lai Chau,Ban Nam Muong,17.87,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,107
115,2012/08/31 00:00:00+00,10314,10.675999999999998,106.6939,Vietnam,0,0,landslide,downpour,medium,unknown,1548492,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/Hochiminhcity/2012/9/102604/,1:00,4527,"Nhon Duc Commune, Nha Be District, Ho Chi Minh City","A severe landslide across 200 square meters early on Friday swept two houses into the Muong Chuoi River in Nhon Duc Commune of Nha Be District in Ho Chi Minh City. According to local residents, the landslide occurred at 1am when they were sleeping. They","Nhon Duc Commune, Nha Be District, Ho Chi Minh City",5km, , , ,GLC,4527,10.675999999999998,106.6939,VN,Ho Chi Minh,Ho Chi Minh City,9.78,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,5
116,2011/05/12 00:00:00+00,10385,22.1915,104.4989,Vietnam,0,0,landslide,downpour,medium,unknown,1548563,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Social-Isssues/211295/Floods-landslides-pummel-Lao-Cai-no-deaths-reported-.html, ,3491,"train tracks between Ha Noi and Lao Cai, in Bao Yen District, Lao Cai province","According to the Committtee for Flood and Storm Control in Bao Yen District, a Ha Noi-Lao Cai train was stuck for nearly three hours because of landslides near two train stations.   …  May, 14 2011  Floods and landslides, triggered by two days of rain,","train tracks between Ha Noi and Lao Cai, in Bao Yen District, Lao Cai province",25km, , , ,GLC,3491,22.1915,104.4989,VN,Lao Cai,Lang Pho Rang,5.51,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,47
117,2017/07/03 00:00:00+00,10400,22.69040325,104.4530851,Vietnam,0,0,landslide,downpour,small,above_road,1548578,Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html, ,9962,Landslide on road,Landslide (following heavy storms) linking Coc Pai town and Na Tri commune (??) blocks road,"Huyện Xín Mần, Hà Giang",25km, , ,"Date approximate (article states ""Since June 19"")",GLC, ,22.69040325,104.4530852,VN,Ha Giang,Tchoung Sao,2.27,2017/07/05 00:00:00+00,2019/05/16 00:00:00+00,125
118,2007/11/05 00:00:00+00,10449,15.234000000000002,108.4852,Vietnam,0,0,landslide,rain,medium,unknown,1548625,vietnamnet,http://english.vietnamnet.vn/social/2007/11/753570/, ,349,National Highway 24 and Quang Ngai Province, ,National Highway 24 and Quang Ngai Province,25km, , , ,GLC,349,15.234000000000002,108.4852,VN,Quang Ngai,Tra Bong,4.33,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,109
119,2010/12/25 00:00:00+00,10910,13.3137,109.2164,Vietnam,0,0,landslide,downpour,medium,unknown,1547885,vietnamsociety.dztimes,http://vietnamsociety.dztimes.net/2010/12/landslides-hit-central-vietnam-hard-phu.html, ,2901,"National Way 1A, Tuy An District","Authorities in the central province of Phu Yen on Friday announced a state of emergency as landslides triggered by heavy rains badly damaged a section of the National Way 1A. Pham Dinh Cu, chairman of Phu Yen’s People’s Committee, said landslides ha","National Way 1A, Tuy An District",25km, , , ,GLC,2901,13.3137,109.2164,VN,Phu Yen,Dong Xuan,13.95,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,43
120,2010/11/04 00:00:00+00,10942,11.989,108.9881,Vietnam,0,0,landslide,downpour,medium,unknown,1547917,Thanh Nien News,http://www.thanhniennews.com/2010/Pages/20101114193449.aspx, ,2702,"Son Binh bridge(?) over To Hap river, Provincial road 9, isolating Son Lam(?) and Thanh Son(?) communes, Khanh Son district, Khanh Hoa district","Last updated: 11/14/2010 19:35   Around 6,000 people in Khanh Hoa Province’s mountainous Khanh Son District have been isolated for the last ten days as landslides destroyed many road sections and a bridge, a local newswire has reported.  The Provincial","Son Binh bridge(?) over To Hap river, Provincial road 9, isolating Son Lam(?) and Thanh Son(?) communes, Khanh Son district, Khanh Hoa district",25km, , , ,GLC,2702,11.989,108.9881,VN,Khanh Hoa,Cam Ranh,19.54,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,43
121,2010/11/01 00:00:00+00,11076,16.375,107.5989,Vietnam,0,0,mudslide,downpour,medium,unknown,1548051,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/205282/Landslides-threaten-50-homes-at-the-base-of-mountain.html, ,2679,"Temple of Quang Trung(?), Trung Do ward(?), base of mountains Chau E(?) and Dung Quyet(?), near Thuy Bang commune, Thua Thien-Hue province","Landslides are threatening about 50 households at the base of Chau E Mountain in Thua Thien- Hue Province.  Rain and mudslides have already wiped out the Temple of Quang Trung, devoted to the second emperor of the Tay Son dynasty in the 18th century.  Th","Temple of Quang Trung(?), Trung Do ward(?), base of mountains Chau E(?) and Dung Quyet(?), near Thuy Bang commune, Thua Thien-Hue province",unknown, , , ,GLC,2679,16.375,107.5989,VN,Thua Thien-Hue,Huong Thuy,8.24,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,42
122,2012/09/27 00:00:00+00,11510,12.1639,107.4326,Vietnam,0,0,landslide,downpour,medium,unknown,1549286,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/Hochiminhcity/2012/9/102867/, ,4577,"Highway 14C, Tuy Duc District","In related news, prolonged heavy rainfall triggered a severe landslide along Highway 14C, burying 15 houses in Tuy Duc District in the central highland province of Dak Nong on Thursday.","Highway 14C, Tuy Duc District",50km, , , ,GLC,4577,12.1639,107.4326,VN,Dak Nong,Bu Prang,5.38,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,34
123,2018/05/23 00:00:00+00,11731,10.43858864,106.59520729999998,Vietnam,0,0,riverbank_collapse,other,medium,above_river,1547510,ReliefWeb,https://reliefweb.int/report/viet-nam/mekong-delta-erosion-incidents-increase, ,11514,Tân Chánh Commune Serious Landslide,"In Long An Province, a serious landslide occurred at an embankment on the Vàm Cỏ River in Cần Đước District’s Tân Chánh Commune on May 23. The erosion was 50 metres long and 8 metres wide. Cracks in houses were seen after the landslide. Prev","Tân Chánh, Cần Đước District, Long An Province, Vietnam",5km, , , ,GLC, ,10.43858864,106.59520729999998,VN,Long An,Can Duoc,6.52,2018/06/02 00:00:00+00,2019/05/16 00:00:00+00,6
124,2015/07/01 00:00:00+00,11967,10.8549,106.7188,Vietnam,0,0,landslide,monsoon,medium,above_river,1547746,Vietnamnet,http://english.vietnamnet.vn/fms/society/134892/hcm-city--properties-slide-into-river-after-landslide.html,23:00,7083,Thu Duc District’s Hiep Binh Phuoc War,"The 2000 square meter landslide also swept away an excavator, a dump truck, a fence, 100 metres of the road near the river bank and a number of electric posts.",Thu Duc District’s Hiep Binh Phuoc War,5km, , , ,GLC,7083,10.8549,106.7188,VN,Ho Chi Minh,Di An,6.13,2015/07/06 00:00:00+00,2019/05/16 00:00:00+00,8
125,2015/03/11 00:00:00+00,12125,10.2824,105.8144,Vietnam,0,0,riverbank_collapse,unknown,medium,above_river,1549503,TUOI TRE NEWS,http://tuoitrenews.vn/society/26637/landslide-destroys-assets-in-mekong-delta-province-despite-12mn-dyke,9:00,6856,An Hiep Commune of Chau Thanh District,A severe soil collapse happened on Tuesday and Wednesday along the Tien (Front) River in the Mekong Delta province of Dong Thap even though the affected area was protected with a costly dyke.,An Hiep Commune of Chau Thanh District,5km, , , ,GLC,6856,10.2824,105.8144,VN,Dong Thap,Sa Dec,5.69,2015/03/22 00:00:00+00,2019/05/16 00:00:00+00,5
126,2007/10/05 00:00:00+00,12136,21.3167,103.9,Vietnam,0,0,landslide,tropical_cyclone,large,unknown,1549514,UK Reuters - AlertNet.org,http://uk.reuters.com/article/homepageCrisis/idUKSP88931._CH_.242020071005, ,295,"Nghe An's Que Phong, Son La","multiple areas in North and Central Vietnam hit by Typhoon, extensive flooding and landslides, especially along road cuts","Nghe An's Que Phong, Son La",25km,Typhoon Lekima, , ,GLC,295,21.3167,103.9,VN,Son La,Na San,17.99,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,98
127,2015/08/15 00:00:00+00,12369,20.8404,105.7341,Vietnam,0,0,riverbank_collapse,downpour,medium,above_river,1549746,Viet Nam News,http://vietnamnews.vn/society/274512/landslides-threaten-rivers-residents-safety-in-capital.html, ,7692,Day River's dyke system in Thanh Oai District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according",Day River's dyke system in Thanh Oai District,25km, , , ,GLC,7692,20.8404,105.7341,VN,Ha Noi,Van La,3.75,2016/05/10 00:00:00+00,2019/05/16 00:00:00+00,4
128,2013/08/23 00:00:00+00,12439,23.2291,105.4748,Vietnam,0,0,landslide,unknown,medium,unknown,1549810,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/82893/torrential-rain-sparks-more-northern-region-flood-fears.html, ,5391, Xa Nhe Lu Hamlet In Xin Cai Commune,"Heavy rains also triggered landslides in Xin Cai Commune, burying two houses and damaging property in Xa Nhe Lu Hamlet. Chairman of the Quan Ba People's Committee, Nguyen Hong Hai, said local authorities had evacuated householders from landslide-prone ar", Xa Nhe Lu Hamlet In Xin Cai Commune,1km, , , ,GLC,5391,23.2291,105.4748,VN,Ha Giang,Loung Hoa,23.41,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,97
129,2018/06/05 00:00:00+00,12544,21.52582147,104.48483370000001,Vietnam,0,0,landslide,downpour,medium,above_road,1549915,Viet Nam News,http://vietnamnews.vn/society/449321/landslide-damages-provincial-highway-in-yen-bai.html#mArJslRXU22UJsV2.97, ,11533,Highway No 174 Landslide in Yên Bái Province,Torrential rain between Monday night and early Tuesday morning caused a massive landslide along provincial highway No 174 in northern Yên Bái Province. The highway is only accessible to motorists and pedestrians as the landslide damaged the sewage syst,"174, between Trạm Tấu District and Nghĩa lộ Town, Yên Bái",10km, ,http://image.vietnamnews.vn//uploadvnnews/Article/2018/6/5/yenbai54622152PM.JPG, ,GLC, ,21.52582147,104.48483370000001,VN,Yen Bai,Nghia Lo,8.58,2018/06/06 00:00:00+00,2019/05/16 00:00:00+00,79
130,2015/05/26 00:00:00+00,12683,10.006,105.7492,Vietnam,0,0,riverbank_collapse,unknown,medium,above_river,1550054,Vietnam News,https://www.google.com/url?rct=j&sa=t&url=http://vietnamnews.vn/society/270854/landslide-sweeps-away-road-and-houses.html&ct=ga&cd=CAEYBSoUMTQ5MTQ5Mzg4MTc0ODYwNTU4MDgyGjU2Y2M5ZmI4OGM2MjA4ODc6Y29tOmVuOlVT&usg=AFQjCNG4DMf5nb7ArRf-_RrRZmOJAh12Hw,9:00,6941,"Yen Thuong area in Le Binh Ward, Can Tho City's Cai Rang District",The landslide covered about 20m of the river bank.  Several local people told the newspaper that they heard cracking sounds before three roofs collapsed and the surface of a new road broke up and fell into the river within 10 minutes. The landslide cover,"Yen Thuong area in Le Binh Ward, Can Tho City's Cai Rang District",5km, , , ,GLC,6941,10.006,105.7492,VN,Can Tho,Can Tho,5.24,2015/07/01 00:00:00+00,2019/05/16 00:00:00+00,5
131,2015/07/06 00:00:00+00,12747,8.7342,104.9077,Vietnam,0,0,landslide,unknown,small,above_river,1550118,Vietnam Breaking News,http://www.vietnambreakingnews.com/2015/07/landslide-sweeps-away-petrol-station-in-ca-mau/, ,7116,"Lam Hai Commune, Nam Can, Ca Mau","The landslide shook his house and the petrol station, which collapsed into the river within 15 minutes. The family was not able to retrieve its property.","Lam Hai Commune, Nam Can, Ca Mau",10km, , , ,GLC,7116,8.7342,104.9077,VN,Ca Mau,Nam Can,8.6,2015/07/09 00:00:00+00,2019/05/16 00:00:00+00,2
132,2010/11/11 00:00:00+00,13252,15.3012,108.3008,Vietnam,0,0,landslide,downpour,medium,above_road,1550338,Viet Nam News,http://vietnamnews.vnagency.com.vn/Social-Isssues/205680/Landslides-cut-off-parts-of-central-VN.html, ,2716,"road between Tra Bong and Tra Thanh districts, Quang Ngai","Also in Quang Ngai, a massive landslide blocked traffic on the road connecting Tra Bong and Tra Thanh Districts as well as roads in Tay Tra District.","road between Tra Bong and Tra Thanh districts, Quang Ngai",unknown, , , ,GLC,2716,15.3012,108.3008,VN,Quang Nam,Hau Duc,9.03,2016/01/06 00:00:00+00,2019/05/16 00:00:00+00,75
