,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
3734,2012/08/27 00:00:00+00,12916,1.8203,98.8162,Indonesia,0,0,landslide,downpour,medium,unknown,1550691,thejakartapost,http://www.thejakartapost.com/news/2012/08/29/major-flooding-landslides-hit-parts-north-sumatra.html, ,4517,"Sitahuis, Tapian Nauli, North Sumatra,","The Medan municipality and Central Tapanuli regency in North Sumatra were hit by floods and landslides on Tuesday due to high intensity rains over the past two days. Hundreds of residents, especially those living along the Deli River in Medan, were repor","Sitahuis, Tapian Nauli, North Sumatra,",1km, , , ,GLC,4517,1.8203,98.8162,ID,Sumatera Utara,Sibolga,9.57,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,57
3735,2017/06/10 00:00:00+00,12976,-6.714382566,106.61858459999999,Indonesia,0,0,landslide,rain,small,retaining_wall,1550751,Tempo.co,https://en.tempo.co/read/news/2017/06/11/057883487/Cianten-PLTM-Embankment-Bursts-Paddy-Field-and-Houses-Damaged,6:00,9716,Cianten Embankment Burst,Cianten hydro plant embankment bursts causing a landslide,"Cianten minihydro plants, Bogor Regency",5km, , , ,GLC, ,-6.71438257,106.61858459999999,ID,Jawa Barat,Tjantenherang,2.88,2017/06/15 00:00:00+00,2019/05/16 00:00:00+00,0
3736,2014/01/21 00:00:00+00,12994,-6.655,106.9059,Indonesia,0,0,landslide,downpour,medium,above_road,1550769,The Jakarta Post,http://www.thejakartapost.com/news/2014/01/22/landslide-causes-traffic-jam-puncak.html#http://www.thejakartapost.com/news/2014/01/22/landslide-causes-traffic-jam-puncak.html, ,5806,"Cisarua, Bogor, West Java 16750","A landslide in Panimbangan village, Cisarua, Bogor, halted traffic on the road connecting Bogor and Cipanas in Cianjur on Tuesday. Head of the traffic unit at the Bogor Police, Adj. Comr. Muhammad Chaniago, said his unit deployed dozens of personnel to d","Cisarua, Bogor, West Java 16750",25km, , , ,GLC,5806,-6.655,106.9059,ID,Jawa Barat,Kedungmanggu,13.65,2014/08/24 00:00:00+00,2019/05/16 00:00:00+00,0
3737,2017/06/13 00:00:00+00,13004,0.744821843,120.59271629999999,Indonesia,0,0,landslide,rain,medium,above_road,1550779,The Jakarta Postq,http://www.thejakartapost.com/news/2017/06/14/landslide-cuts-off-palu-tolitoli-road-in-central-sulawesi.html,20:00,9728,"Landslide on Palu, Tolitoli road, Indonesia",Landslide on highway trapped vehicles,"On Palu-Tolitloli highway, around Labonu waterfalls",25km, ,http://img.jakpost.net/c/2017/06/14/2017_06_14_28608_1497412943._large.jpg, ,GLC, ,0.74482184,120.59271629999999,ID,Sulawesi Tengah,Bulutong,1.33,2017/06/15 00:00:00+00,2019/05/16 00:00:00+00,48
3738,2015/02/20 00:00:00+00,13193,-0.6086,103.3535,Indonesia,0,0,landslide,unknown,medium,above_road,1550279,Jakarta Post,http://www.thejakartapost.com/news/2015/02/23/islands-focus-landslide-hits-three-houses-riau.html,10:00,6793,"Kuala Enok subdistrict, Indragiri Hilir regency, Riau","Indragiri Hilir Police spokesman First Insp. Warno said two houses were badly damaged while a third was slightly damaged in the landslide, which occurred at 10:30 p.m.","Kuala Enok subdistrict, Indragiri Hilir regency, Riau",5km, , , ,GLC,6793,-0.6086,103.3535,ID,Riau,Parits,13.35,2015/02/24 00:00:00+00,2019/05/16 00:00:00+00,0
3739,2010/12/13 00:00:00+00,13307,-8.3383,115.1389,Indonesia,0,0,landslide,downpour,medium,unknown,1550393,thejakartapost,http://www.thejakartapost.com/news/2010/12/14/extreme-weather-causes-floods-landslides-bali.html, ,2844,"road between Singaraja and Denpensar, Bali","Heavy rains led to floods and landslides on Monday in Sukasada village, and along the main route linking Singaraja to the provincial capital, Denpasar.  …  Landslides also occurred along the main road between Singaraja and Denpasar, including in Gitgit","road between Singaraja and Denpensar, Bali",25km, , , ,GLC,2844,-8.3383,115.1389,ID,Bali,Auman,6.61,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,-1
3740,2012/12/11 00:00:00+00,13332,-4.254,103.04899999999999,Indonesia,0,0,mudslide,rain,medium,unknown,1550418,thejakartaglobe,http://www.thejakartaglobe.com/news/manna-tanjung-sakti-highway-reopened-after-landslide/561726,8:00,4660,"Road between Manna and Tanjung Sakti, Lahat","A key highway linking the provinces of Bengkulu and South Sumatra has been cleared following a landslide on Tuesday that closed a section of the road, officials said on Friday. Ramlan Saim, head of the public works office in the South Bengkulu district,","Road between Manna and Tanjung Sakti, Lahat",50km, , , ,GLC,4660,-4.254,103.04899999999999,ID,Bengkulu,Tandjungsakti,9.65,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,51
3741,2013/06/16 00:00:00+00,11643,30.7351,79.0666,India,5000,0,debris_flow,downpour,very_large,unknown,1547422,blogs.agu.org,http://blogs.agu.org/landslideblog/2013/06/21/the-kedarnath-debris-flow-disaster-in-uttarakhand/,19:00,4924,"Kedarnath (Hindu Shrine), Near Kedarnath Dome (Mountain), Uttarakhand","One of the largest impacts appears to have occurred at Kedarnath, a Hindu shrine high in the mountains, which at this time of year is an important pilgrimage destination. The upslope end of the temple, which has survived the flood intact though damaged,","Kedarnath (Hindu Shrine), Near Kedarnath Dome (Mountain), Uttarakhand",1km, , , ,GLC,4924,30.7351,79.0666,IN,Uttaranchal,Gaundar,17.23,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,126
3742,2010/08/06 00:00:00+00,10439,34.1416,77.4871,India,234,0,landslide,downpour,very_large,unknown,1548615,alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,0:00,2206,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespre","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50km, , , ,GLC,2206,34.1416,77.4871,IN,Jammu and Kashmir,Leh,5.74,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,67
3743,2010/08/06 00:00:00+00,7300,34.2116,77.3504,India,182,0,landslide,downpour,large,unknown,1543472,alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,0:00,2208,"Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespre","Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir",5km, , , ,GLC,2208,34.2116,77.3504,IN,Jammu and Kashmir,Machakka,6.16,2014/09/15 00:00:00+00,2019/05/16 00:00:00+00,89
3744,2014/07/30 00:00:00+00,9814,19.162,73.6873,India,151,0,mudslide,continuous_rain,large,deforested_slope,1546793,DNA India,http://www.dnaindia.com/india/report-pune-landslide-toll-mounts-106-bodies-recovered-so-far-2007689,9:00,6186,"Malin, Pune, Maharashtra",Lull in the rains is enabling NDRF jawans to clear the mud faster. There is little hope of finding more survivors. Rescue operations are to continue for two more days. At least 145 people are now confirmed dead in the tragedy amid fears that the toll may,"Malin, Pune, Maharashtra",1km, ,http://blogs.agu.org/landslideblog/files/2014/07/14_07-Malin-2-e1406792435386.jpg, ,GLC,6186,19.162,73.6873,IN,Maharashtra,Ghod,20.1,2015/01/07 00:00:00+00,2019/05/16 00:00:00+00,54
3745,2007/08/14 00:00:00+00,6970,26.2208,73.6106,India,52,0,complex,downpour,very_large,unknown,1543937,One India,http://news.oneindia.in/2007/08/18/cm-visits-cloudburst-affected-ghanvi-village-1187458326.html, ,183,"Himachal Pradesh, Shimla district, Ghanvi village","Really bad event, killed an entire village, *triggered from a cloudburst","Himachal Pradesh, Shimla district, Ghanvi village",50km, , , ,GLC,183,26.2208,73.6106,IN,Rajasthan,Bhawi,0.7,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,3
3746,2015/07/01 00:00:00+00,4787,26.8352,88.1881,India,42,0,landslide,downpour,large,unknown,1543354,"The Hindu, Bharat Press","http://www.thehindu.com/news/national/other-states/landslides-in-darjeeling/article7373866.ece, http://www.ibtimes.co.in/west-bengal-landslide-kills-20-darjeeling-district-637669, http://bharatpress.com/2015/07/06/landslide-toll-mounts-upto-42-in-darjeel", ,7036,"Mahendra village, Thana Line, Tingling Garden village in Mirik","At least 20 people went missing after a rain-triggered landslip in Mirik, A local district administration official said the landslip was “huge” and “may have killed many.""Three people were killed in Mahendra village, two in Thana Line and 14 in Tin","Mahendra village, Thana Line, Tingling Garden village in Mirik",5km, , , ,GLC,7036,26.8352,88.1881,IN,West Bengal,Kurseong,10.53,2015/07/09 00:00:00+00,2019/05/16 00:00:00+00,96
3747,2009/11/09 00:00:00+00,8236,11.4098,76.6939,India,42,0,landslide,downpour,medium,unknown,1545614,kndu,http://www.kndu.com/global/story.asp?s=11474651, ,1291,"Ooty and Coonoor, Tamil Nadu","NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coon","Ooty and Coonoor, Tamil Nadu",25km, , , ,GLC,1291,11.4098,76.6939,IN,Tamil Nadu,Ootacamund,0.27,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,50
3748,2014/09/07 00:00:00+00,2299,33.0677,75.1466,India,41,0,mudslide,downpour,medium,unknown,1539678,Hindustan Times,http://www.hindustantimes.com/punjab/jandk/4-more-bodies-retrieved-from-mudslide/article1-1270692.aspx, ,6225,Saddal village in Pancheri block,"Earlier, only 13 bodies were recovered from the debris as the operation to retrieve other 27 missing persons was suspended since removing the heavy boulders was not possible manually, while the machinery could not be taken to the site due to absence of a",Saddal village in Pancheri block,25km, ,http://daylifeimages.newscred.com/imageserve/e1821451dd16b40a39af757c7a3ec0f8/650x.jpg, ,GLC,6225,33.0677,75.1466,IN,Jammu and Kashmir,Chaunkri,14.66,2014/12/24 00:00:00+00,2019/05/16 00:00:00+00,73
3749,2008/09/19 00:00:00+00,9568,31.1,77.1645,India,38,0,landslide,downpour,large,unknown,1546544,reuters,http://www.reuters.com/article/homepageCrisis/idUS122202461418._CH_.2400, ,797,"Rohru,Theog and Chopal sub-divisions, Shimla, Himachal Pradesh","monsoon rains caused extensive flooding and landslides in Northern area, hillslope collapsed and crushed many houses and people in the local market in Shimla","Rohru,Theog and Chopal sub-divisions, Shimla, Himachal Pradesh",10km, , , ,GLC,797,31.1,77.1645,IN,Himachal Pradesh,Simla,9.07,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,75
3750,2008/03/17 00:00:00+00,9486,32.2862,77.1613,India,25,0,landslide,snowfall_snowmelt,medium,unknown,1546462,thaindian,http://www.thaindian.com/newsportal/uncategorized/a-dozen-feared-killed-in-himachal-pradesh-landslide_10028453.html, ,481,"Nehrukund in Manali, Himachal Pradesh","others injured, only three bodies recovered, completely blocked highway","Nehrukund in Manali, Himachal Pradesh",25km, , , ,GLC,481,32.2862,77.1613,IN,Himachal Pradesh,Chandra,16.25,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,111
3751,2009/10/02 00:00:00+00,2888,14.7812,74.499,India,24,0,landslide,downpour,large,unknown,1540666,sahilonline,http://www.sahilonline.org/english/news.php?catID=coastalnews&nid=6513&viewed=0, ,1208,"Madibag near Kadwad village, Uttara Kannada district, North Karnataka","The torrential rains that had been continuing in the North Karnataka region including the coastal parts of the state since the last few days have subsided today. Meanwhile in Madibagh near Kadwad village of Karwar taluk, a landslide occurred on Friday af","Madibag near Kadwad village, Uttara Kannada district, North Karnataka",10km, , , ,GLC,1208,14.7812,74.499,IN,Karnataka,Sunksal,5.29,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,73
3752,2010/09/18 00:00:00+00,9327,29.6042,79.5343,India,24,0,landslide,downpour,large,unknown,1546303,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/Landslides-kill-11-in-Uttarakhand-14-trapped-under-debris/articleshow/6580510.cms, ,2443,"villages Pilkha(?), Devali(?), and Balta(?), Avalbagh block(?), Almora(Almorah) district, Uttarakhand","Sep 18, 2010, 07.32pm IST  DEHRA DUN: At least 11 people were killed and 14 others were trapped under debris as landslides triggered by heavy rains struck Uttarakhand destroying scores of houses in several villages of the hill state.  The worst-affected","villages Pilkha(?), Devali(?), and Balta(?), Avalbagh block(?), Almora(Almorah) district, Uttarakhand",50km, , , ,GLC,2443,29.6042,79.5343,IN,Uttaranchal,Almora,11.5,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,78
3753,2015/08/01 00:00:00+00,377,24.1077,94.0396,India,21,0,landslide,continuous_rain,large,deforested_slope,1537754,Sangai Express,http://www.thesangaiexpress.com/page/items/55203/healing-touch-to-flood-landslide-affected-victims,6:00,7313,Joumol of Chandel district,"Joumol is a small hamlet in the remotest corner of Chandel district of Manipur. On Aug 1, the tranquillity of the village was shattered by a thunderous roar. A massive landslide during the early morning hours swept away the entire village resulting in nu",Joumol of Chandel district,25km, ,http://www.e-pao.org/galleries/images/News_Related/2015/08/Joumoul_20150803.jpg, ,GLC,7313,24.1077,94.0396,IN,Manipur,Jun,13.94,2016/02/04 00:00:00+00,2019/05/16 00:00:00+00,77
3754,2008/06/14 00:00:00+00,3552,27.0998,93.6287,India,21,0,landslide,rain,large,unknown,1540529,ukpress.google,http://ukpress.google.com/article/ALeqM5iM8gWKcS4OLf66hwzNMnaybAaZYA, ,585,"Itanagar-Naharlagun, Arunachal Pradesh","bodies pulled from debris in and around Itnagar, 300 mud huts washed away at banks of Dikrong river","Itanagar-Naharlagun, Arunachal Pradesh",25km, , , ,GLC,585,27.0998,93.6287,IN,Arunachal Pradesh,North Lakhimpur,49.75,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,78
3755,2012/09/19 00:00:00+00,5158,27.8385,88.556,India,20,0,landslide,downpour,large,unknown,1542929,Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html, ,4569,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)","At least twenty one bodies, including those of the Indo-Tibetan Border Police (ITBP) and the Border Roads Organisation (BRO) personnel, have so far been found while eight persons are still missing due to flash flood and landslides in remote areas of Nort","North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",10km, , , ,GLC,4569,27.8385,88.556,IN,Sikkim,Sikkim,21.4,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,106
3756,2017/07/11 00:00:00+00,3373,27.583849,91.87694499999999,India,19,0,landslide,rain,large, ,1540350,NewsBytes,https://www.newsbytesapp.com/timeline/India/1929/11909/arunachal-pradesh-floods-landslides-reap-misery, ,11177,Landslide in Tawang,"Two more people were killed in another landslide in Tawang, Arunachal Pradesh, taking the death toll in two days to 19.  The fresh landslides also swept away over 30 houses.  Union Minister of State for Home Affairs Kiren Rijiju visited the affected regi","Tawang, Arunchal Pradesh",5km, , , ,GLC, ,27.583849,91.87694499999999,IN,Arunachal Pradesh,Twang Shyo,0.47,2017/07/11 00:00:00+00,2019/05/16 00:00:00+00,101
